,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,price,1h%,24h%,7d%,30d%,60d%,90d%
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494150.0,19494150.0,False,,1,,,,2023-09-24T00:47:00.000Z,26569.199663692427,7289115053.174381,-30.3048,-0.02772559,-0.0607295,0.157667,1.6880447,-8.94179274,-12.98428081,517943963623.9697,49.1319,557953192937.54,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,26569.199663692427,-0.02772559,-0.0607295,0.157667,1.6880447,-8.94179274,-12.98428081
1,1027,Ethereum,ETH,ethereum,7430,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228897.04677047,120228897.04677047,True,,2,,,,2023-09-24T00:47:00.000Z,1592.8083359928032,2017985655.6317182,-40.9678,-0.0063103,-0.12837448,-2.21414368,-3.87835366,-14.20741183,-16.07871775,191501589443.31653,18.1657,191501589443.32,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,1592.8083359928032,-0.0063103,-0.12837448,-2.21414368,-3.87835366,-14.20741183,-16.07871775
2,825,Tether USDt,USDT,tether,62728,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T00:47:00.000Z,1.000298680181408,11906465068.693512,-27.0303,0.0084744,0.01205251,-0.02134914,0.07604367,-0.00753463,-0.03594776,83228593077.10019,7.8952,86452012517.71,,2023-09-24T00:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 03:48:35.490674,1.000298680181408,0.0084744,0.01205251,-0.02134914,0.07604367,-0.00753463,-0.03594776
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847448.4919702,153847448.4919702,False,,4,,,,2023-09-24T00:47:00.000Z,210.35534744880474,214138781.88966846,-21.416,-0.10604559,-0.41689737,-1.97203858,-3.70345763,-11.43192807,-11.98361518,32362633481.640484,3.07,32362633481.64,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,210.35534744880474,-0.10604559,-0.41689737,-1.97203858,-3.70345763,-11.43192807,-11.98361518
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T00:47:00.000Z,0.5082932311086521,382957872.33714414,-45.7173,0.12626803,-0.663494,2.03815078,-2.01002337,-28.33232789,3.96080203,27064195216.978233,2.5673,50829323110.87,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,0.5082932311086521,0.12626803,-0.663494,2.03815078,-2.01002337,-28.33232789,3.96080203
5,3408,USD Coin,USDC,usd-coin,14208,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25772021490.820164,25772021490.820164,False,,6,,,,2023-09-24T00:47:00.000Z,1.0001256347930374,1747724184.8146002,-31.2332,3.658e-05,-0.00707477,-0.01247231,0.01194838,-0.02158125,-0.01324592,25775259353.40632,2.445,25775259353.41,,2023-09-24T00:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 03:48:35.490674,1.0001256347930374,3.658e-05,-0.00707477,-0.01247231,0.01194838,-0.02158125,-0.01324592
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141131276383.7052,141131276383.7052,True,,7,,,,2023-09-24T00:47:00.000Z,0.061432779621076045,118133070.78525767,-12.7238,-0.09885789,-0.33230509,-1.00465329,-2.32874634,-24.53392721,-7.82749524,8670086599.721336,0.8224,8670086599.72,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,0.061432779621076045,-0.09885789,-0.33230509,-1.00465329,-2.32874634,-24.53392721,-7.82749524
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118378659.086,36198584811.424,False,,8,,,,2023-09-24T00:47:00.000Z,0.2456934378798099,67578239.91339985,-41.5667,-0.12631021,0.128771,-1.66565756,-7.31459613,-18.97772727,-15.69905974,8628355185.515787,0.8185,11056204704.59,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,0.2456934378798099,-0.12631021,0.128771,-1.66565756,-7.31459613,-18.97772727,-15.69905974
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412617418.2334606,558106678.6434239,True,,9,,,,2023-09-24T00:47:00.000Z,19.50478028770952,94590264.59680127,-43.608,0.21476137,0.3322001,2.79608623,-6.54416433,-16.19601569,15.67514079,8048012085.525597,0.7634,10885748144.04,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,19.50478028770952,0.21476137,0.3322001,2.79608623,-6.54416433,-16.19601569,15.67514079
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7831108911.210606,,2023-09-24T00:47:00.000Z,2.293710241746359,24465889.13156881,-33.9761,-0.34979093,-0.29065716,-4.04291593,62.4991466,61.88449194,57.87730174,7871766029.9422865,0.7467,11577636691.49,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,2.293710241746359,-0.34979093,-0.29065716,-4.04291593,62.4991466,61.88449194,57.87730174
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89131116221.95552,89131116935.40005,True,,11,71659659264.0,5990340892.51662,,2023-09-24T00:47:00.000Z,0.08359432565047117,116008440.77760185,-27.1583,-0.04672488,0.28791775,0.13697588,8.97234822,2.03594138,14.30802907,7450855555.048143,0.7068,7450855614.69,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,0.08359432565047117,-0.04672488,0.28791775,0.13697588,8.97234822,2.03594138,14.30802907
11,4943,Dai,DAI,multi-collateral-dai,2608,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T00:47:00.000Z,0.9999753606799707,106914248.74441887,51.6888,-0.01708565,-0.0011588,0.01726225,0.05765726,0.04318045,0.06806428,5347756827.407816,0.5073,5347756827.41,,2023-09-24T00:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 03:48:35.490674,0.9999753606799707,-0.01708565,-0.0011588,0.01726225,0.05765726,0.04318045,0.06806428
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1255766661.8028378,1358821612.3689928,True,,13,,,,2023-09-24T00:47:00.000Z,4.0220771757132185,60139082.46891392,-28.5374,-0.22451028,-0.11520405,-3.78283039,-8.74268056,-22.23869196,-22.41278365,5050790428.458775,0.4791,5465285392.98,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,4.0220771757132185,-0.22451028,-0.11520405,-3.78283039,-8.74268056,-22.23869196,-22.41278365
13,3890,Polygon,MATIC,polygon,963,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T00:47:00.000Z,0.5201585434564144,131483585.0487697,-21.1473,-0.04226612,-0.3949922,-0.78624192,-4.40786948,-26.30323044,-21.60898392,4847601456.866355,0.4598,5201585434.56,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,0.5201585434564144,-0.04226612,-0.3949922,-0.78624192,-4.40786948,-26.30323044,-21.60898392
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73686114.22743528,84000000.0,False,,15,,,,2023-09-24T00:47:00.000Z,64.9666798505512,240880765.05511266,-12.5504,-0.10286051,0.61485565,-0.348693,0.64109167,-27.51870178,-26.52529096,4787142192.444934,0.4541,5457201107.45,,2023-09-24T00:47:00.000Z,,,,,,2023-09-24 03:48:35.490674,64.9666798505512,-0.10286051,0.61485565,-0.348693,0.64109167,-27.51870178,-26.52529096
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494150.0,19494150.0,False,,1,,,,2023-09-24T00:48:00.000Z,26567.19225146313,7289138398.515538,-30.289,-0.0319016,-0.06463633,0.15325609,1.70327577,-8.93493313,-12.98131494,517904830828.86,49.1282,557911037280.73,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,26567.19225146313,-0.0319016,-0.06463633,0.15325609,1.70327577,-8.93493313,-12.98131494
1,1027,Ethereum,ETH,ethereum,7430,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228897.04677047,120228897.04677047,True,,2,,,,2023-09-24T00:48:00.000Z,1592.648753660053,2017908971.6690416,-40.9639,-0.01480587,-0.13947129,-2.21916956,-3.87940783,-14.20025871,-16.07918653,191482403035.46182,18.1639,191482403035.46,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,1592.648753660053,-0.01480587,-0.13947129,-2.21916956,-3.87940783,-14.20025871,-16.07918653
2,825,Tether USDt,USDT,tether,62728,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T00:48:00.000Z,1.0002336015890587,11908156866.245155,-26.9993,0.00440884,0.01210307,-0.02424537,0.06919013,0.02086225,-0.01635144,83223178294.70772,7.8947,86446388022.36,,2023-09-24T00:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 03:49:37.098778,1.0002336015890587,0.00440884,0.01210307,-0.02424537,0.06919013,0.02086225,-0.01635144
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847448.4919702,153847448.4919702,False,,4,,,,2023-09-24T00:48:00.000Z,210.33996541039286,214237588.8292193,-21.3672,-0.11104324,-0.42540675,-1.97736167,-3.70218396,-11.438221,-11.98947835,32360266994.278214,3.0698,32360266994.28,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,210.33996541039286,-0.11104324,-0.42540675,-1.97736167,-3.70218396,-11.438221,-11.98947835
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T00:48:00.000Z,0.5082633112825576,383180577.24141294,-45.6867,0.11403538,-0.6736221,2.03535056,-2.01408175,-28.33621011,3.9481301,27062602128.649055,2.5671,50826331128.26,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,0.5082633112825576,0.11403538,-0.6736221,2.03535056,-2.01408175,-28.33621011,3.9481301
5,3408,USD Coin,USDC,usd-coin,14208,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25772021490.820164,25772021490.820164,False,,6,,,,2023-09-24T00:48:00.000Z,1.0001558134715902,1747741051.777622,-31.1928,0.00484082,-0.00823472,-0.0182995,0.01290618,0.00088781,0.02191526,25776037118.958546,2.4451,25776037118.96,,2023-09-24T00:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 03:49:37.098778,1.0001558134715902,0.00484082,-0.00823472,-0.0182995,0.01290618,0.00088781,0.02191526
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141131276383.7052,141131276383.7052,True,,7,,,,2023-09-24T00:48:00.000Z,0.0614291239301421,118219149.46212249,-12.6317,-0.09477827,-0.32591716,-1.01354522,-2.32750896,-24.53698965,-7.83126988,8669570667.393763,0.8224,8669570667.39,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,0.0614291239301421,-0.09477827,-0.32591716,-1.01354522,-2.32750896,-24.53698965,-7.83126988
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118378659.086,36198584811.424,False,,8,,,,2023-09-24T00:48:00.000Z,0.24566831464841488,67638027.89343719,-41.5152,-0.13516348,0.11916928,-1.67906787,-7.32805279,-18.98372977,-15.71037597,8627472898.362516,0.8184,11055074159.18,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,0.24566831464841488,-0.13516348,0.11916928,-1.67906787,-7.32805279,-18.98372977,-15.71037597
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412617418.2334606,558106678.6434239,True,,9,,,,2023-09-24T00:48:00.000Z,19.498539099993028,94954494.92818713,-43.3977,0.18333843,0.29898733,2.76847174,-6.56598701,-16.22301346,15.64283668,8045436862.763308,0.7632,10882264895.5,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,19.498539099993028,0.18333843,0.29898733,2.76847174,-6.56598701,-16.22301346,15.64283668
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7831402191.74533,,2023-09-24T00:48:00.000Z,2.2937961428076044,24479601.71917104,-33.9154,-0.34614273,-0.28613119,-4.06090461,62.5145604,61.89059187,57.85174804,7872060833.114693,0.7468,11578070282.12,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,2.2937961428076044,-0.34614273,-0.28613119,-4.06090461,62.5145604,61.89059187,57.85174804
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89131116221.95552,89131116935.40005,True,,11,71659659264.0,5989794003.660378,,2023-09-24T00:48:00.000Z,0.0835866938969594,116000721.76869322,-27.1723,-0.05713017,0.28071206,0.12662607,8.9658961,2.03557792,14.30417848,7450175328.338908,0.7068,7450175387.97,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,0.0835866938969594,-0.05713017,0.28071206,0.12662607,8.9658961,2.03557792,14.30417848
11,4943,Dai,DAI,multi-collateral-dai,2608,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T00:48:00.000Z,0.999920285163164,106919221.11709726,51.702,-0.02457478,-0.00843961,-0.00048669,0.05019187,0.04200535,0.05148241,5347462289.679581,0.5073,5347462289.68,,2023-09-24T00:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 03:49:37.098778,0.999920285163164,-0.02457478,-0.00843961,-0.00048669,0.05019187,0.04200535,0.05148241
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1255766661.8028378,1358821612.3689928,True,,13,,,,2023-09-24T00:48:00.000Z,4.021720453291779,60210811.95861235,-28.4558,-0.23283483,-0.12285595,-3.7948475,-8.75006093,-22.24385884,-22.41247203,5050342468.334414,0.4791,5464800670.84,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,4.021720453291779,-0.23283483,-0.12285595,-3.7948475,-8.75006093,-22.24385884,-22.41247203
13,3890,Polygon,MATIC,polygon,963,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T00:48:00.000Z,0.5201095189662085,131520481.7697435,-21.123,-0.05026075,-0.40269801,-0.79538031,-4.41178185,-26.30909891,-21.61852648,4847144574.646243,0.4598,5201095189.66,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,0.5201095189662085,-0.05026075,-0.40269801,-0.79538031,-4.41178185,-26.30909891,-21.61852648
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73686114.22743528,84000000.0,False,,15,,,,2023-09-24T00:48:00.000Z,64.96375502381939,240906230.73257363,-12.5418,-0.10749787,0.61060173,-0.32896105,0.64245264,-27.52144932,-26.52863915,4786926673.328278,0.4541,5456955422.0,,2023-09-24T00:48:00.000Z,,,,,,2023-09-24 03:49:37.098778,64.96375502381939,-0.10749787,0.61060173,-0.32896105,0.64245264,-27.52144932,-26.52863915
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494150.0,19494150.0,False,,1,,,,2023-09-24T00:49:00.000Z,26566.90136669032,7304162727.126416,-30.1132,-0.03626937,-0.05696841,0.16436273,1.6768569,-8.92641252,-12.94176067,517899160277.46606,49.1358,557904928700.5,,2023-09-24T00:49:00.000Z,,,,,,2023-09-24 03:50:39.069856,26566.90136669032,-0.03626937,-0.05696841,0.16436273,1.6768569,-8.92641252,-12.94176067
